_file,nym,gen,etym/lang,etym/nym
elisiard_1_1.xml,Elisiard,M,Old French; Hebrew; Old Saxon; Old High German,Elizabeth
elisom_1_1.xml,Elisom,U,Old French; Hebrew,Elizabeth
elizabeth_1_1.xml,Elizabeth,F,Ancient Greek; Hebrew,
ella_1_1.xml,Ella,F,Proto-Germanic; Latin,
ellen_1_1.xml,Ellen,F,Greek,
ellerker_1_1.xml,Ellerker,M,,
elmbert_1_1.xml,Elmbert,M,,
elmengar_1_1.xml,Elmengar,M,Old High German; Old Saxon; Old Saxon; Old High German,
elo_1_1.xml,Elo,F,,
eloise_1_1.xml,Eloise,F,Old High German; Old Saxon; Old High German,
eloy_1_1.xml,Eloy,F,,
elrard_1_1.xml,Elrard,M,,
elrich_1_1.xml,Elrich,M,Gothic; Old High German; Old High German,
elswith_1_1.xml,Elswith,F,,
eltoria_1_1.xml,Eltoria,U,,
elueri_1_1.xml,Elueri,M,,
elver_1_1.xml,Elver,M,,
elvira_1_1.xml,Elvira,F,,
elwi_1_1.xml,Elwi,M,,
emalivercha_1_1.xml,Emalivercha,F,,
emapas_1_1.xml,Emapas,M,,
embert_1_1.xml,Embert,M,,
emblo_1_1.xml,Emblo,M,,
embrico_1_1.xml,Embrico,M,,
emen_1_1.xml,Emen,U,,
emeneius_1_1.xml,Emeneius,M,,
emerald_1_1.xml,Emerald,F,Old French; Latin,
emerentiana_1_1.xml,Emerentiana,F,,
emery_1_1.xml,Emery,M,Proto-Germanc; Old High German; Old Frankish; Old High German; Old Saxon; Old High German,
emet_1_1.xml,Emet,M,,
emher_1_1.xml,Emher,M,,
emicho_1_1.xml,Emicho,M,,
emil_1_1.xml,Emil,M,Latin; Latin,
emily_1_1.xml,Emily,F,,Emil
emma_1_1.xml,Emma,F,Old High German; Old Saxon,
emman_1_1.xml,Emman,F,Old High German; Old Saxon,
emmanuel_1_1.xml,Emmanuel,M,Hebrew,
emmeline_1_1.xml,Emmeline,F,Old French; Proto-Germanic,
emmerat_1_1.xml,Emmerat,M,,
emmo_1_1.xml,Emmo,M,Old High German; Old Saxon,
emoie_1_1.xml,Emoie,F,,
emond_1_1.xml,Emond,M,,
empes_1_1.xml,Empes,F,,
emseen_1_1.xml,Emseen,M,,
emthyus_1_1.xml,Emthyus,M,,
emund_1_1.xml,Emund,M,,
encikint_1_1.xml,Encikint,U,,
enclart_1_1.xml,Enclart,M,,
enderquina_1_1.xml,Enderquina,F,,
eneclia_1_1.xml,Eneclia,M,,
engel_1_1.xml,Engel,M,Old High German,
engela_1_1.xml,Engela,F,,
engelbald_1_1.xml,Engelbald,M,Old High German,
engelber_1_1.xml,Engelber,M,Old Norse; Old High German; Old Saxon,
engelberga_1_1.xml,Engelberga,F,Old Norse; Old High German,
engelbert_1_1.xml,Engelbert,M,Old High German; Old Norse; Old German,
engeldeo_1_1.xml,Engeldeo,M,Old Norse; Old High German,
engelen_1_1.xml,Engelen,F,,
engelfrid_1_1.xml,Engelfrid,M,Old High German; Old High German; Old Saxon,
engelger_1_1.xml,Engelger,M,"Old High German; Old Norse; Old High German, Old Saxon",
engelhaid_1_1.xml,Engelhaid,F,Old High German; Old High German,
engelhard_1_1.xml,Engelhard,M,Old High German; Old Saxon; Old High German,
engelher_1_1.xml,Engelher,M,Old High German; Old High German,
engelman_1_1.xml,Engelman,M,Old High German; Old High German,
engelmar_1_1.xml,Engelmar,M,"Old High German; Old High German, Old Saxon; Proto-Germanic",
engelrad_1_1.xml,Engelrad,M,Old Saxon; Old High German,
engelrich_1_1.xml,Engelrich,M,Old High German; Old High German,
engelsax_1_1.xml,Engelsax,M,,
engelschalk_1_1.xml,Engelschalk,M,Old High German; Old Saxon; Old High German,
engelsent_1_1.xml,Engelsent,F,Old High German; Old Saxon; Gothic; Proto-Germanic,
engenulf_1_1.xml,Engenulf,M,,
engerbert_1_1.xml,Engerbert,M,Old Norse; Old High German; Old Saxon; Proto-Germanic,
englesia_1_1.xml,Englesia,F,,
english_1_1.xml,English,F,Old English,
enid_1_1.xml,Enid,F,,
enlard_1_1.xml,Enlard,M,,
enna_1_1.xml,Enna,M,,
ennan_1_1.xml,Ennan,M,,
enno_1_1.xml,Enno,M,,
enoch_1_1.xml,Enoch,M,Latin; Ancient Greek; Hebrew,
enolat_1_1.xml,Enolat,F,,
enor_1_1.xml,Enor,F,,
enors_1_1.xml,Enors,F,,
enos_1_1.xml,Enos,M,,
enota_1_1.xml,Enota,F,,
enrius_1_1.xml,Enrius,M,,
ensarius_1_1.xml,Ensarius,M,,
entiche_1_1.xml,Entiche,M,,
enulf_1_1.xml,Enulf,M,,
enwald_1_1.xml,Enwald,M,,
eny_1_1.xml,Eny,M,,
enziman_1_1.xml,Enziman,M,,
eob_1_1.xml,Eob,M,,
eodald_1_1.xml,Eodald,M,,
eodfrid_1_1.xml,Eodfrid,M,,
eodunc_1_1.xml,Eodunc,M,,
eon_1_1.xml,Eon,M,,
epaphras_1_1.xml,Epaphras,M,Ancient Greek,
eparger_1_1.xml,Eparger,M,,
ephraim_1_1.xml,Ephraim,M,Hebrew,
ephrod_1_1.xml,Ephrod,M,,
eplasse_1_1.xml,Eplasse,M,,
equin_1_1.xml,Equin,M,,
eramer_1_1.xml,Eramer,M,,
eramilde_1_1.xml,Eramilde,F,"Old High German, Old Saxon; Proto-Germanic",
erasmus_1_1.xml,Erasmus,M,Ancient Greek,
erast_1_1.xml,Erast,M,,
erastus_1_1.xml,Erastus,M,,
erbero_1_1.xml,Erbero,M,,
erbold_1_1.xml,Erbold,M,Old German,
erbulf_1_1.xml,Erbulf,M,Old High German; Old Saxon; Gothic; Old High German; Gothic,
erchamar_1_1.xml,Erchamar,M,,
erchambert_1_1.xml,Erchambert,M,Old High German; Old High German; Old Saxon; Proto-Germanic,
erchamberta_1_1.xml,Erchamberta,F,Old High German; Old High German; Old Saxon; Proto-Germanic,
erchamfred_1_1.xml,Erchamfred,M,Old High German; Old High German; Old Saxon,
erchamger_1_1.xml,Erchamger,M,"Old High German; Old High German, Old Saxon",
erchamhar_1_1.xml,Erchamhar,M,Old High German; Old High German,
erchamhard_1_1.xml,Erchamhard,M,Old High German; Old English; Old Saxon; Old High German,
erchamilde_1_1.xml,Erchamilde,F,Old High German; Old High German,
erchamold_1_1.xml,Erchamold,M,Old High German; Old High German,
erchamrad_1_1.xml,Erchamrad,M,Old High German; Old Saxon; Old High German,
erchamrich_1_1.xml,Erchamrich,M,Old High German; Old High German,
erchamtrude_1_1.xml,Erchamtrude,F,Old High German; Proto-Germanic; Proto-Germanic,
erchamulf_1_1.xml,Erchamulf,M,,
erchamwald_1_1.xml,Erchamwald,M,Old English; Old High German; Old English; Old Saxon; Old High German,
erchinger_1_1.xml,Erchinger,M,,
erdag_1_1.xml,Erdag,M,,
erddclad_1_1.xml,Erddclad,F,,
erdeburg_1_1.xml,Erdeburg,F,,
erdega_1_1.xml,Erdega,U,,
erduan_1_1.xml,Erduan,M,,
erec_1_1.xml,Erec,M,,
erenfrid_1_1.xml,Erenfrid,M,Old High German; Old High German; Old Saxon,
erewin_1_1.xml,Erewin,M,,
erfelaitius_1_1.xml,Erfelaitius,M,,
ergold_1_1.xml,Ergold,M,,
ergulza_1_1.xml,Ergulza,F,,
erhard_1_1.xml,Erhard,M,"Old High German, Old Saxon; Old Saxon; Old High German",
ericaud_1_1.xml,Ericaud,M,,
eriginiac_1_1.xml,Eriginiac,M,,
erik_1_1.xml,Erik,M,Proto-Norse; Proto-Norse; Proto-Germanic,
erina_1_1.xml,Erina,F,,
ering_1_1.xml,Ering,M,,
eris_1_1.xml,Eris,M,,
eritio_1_1.xml,Eritio,M,,
erkin_1_1.xml,Erkin,M,,
erlasius_1_1.xml,Erlasius,M,,
erlebald_1_1.xml,Erlebald,M,Old Saxon; Old German,
erleger_1_1.xml,Erleger,M,Old Saxon; Old Saxon; Old High German,
erlembard_1_1.xml,Erlembard,M,Old Saxon,
erlend_1_1.xml,Erlend,M,,
erlig_1_1.xml,Erlig,M,,
erlinde_1_1.xml,Erlinde,F,Old High German; Proto-Germanic,
erlulf_1_1.xml,Erlulf,M,Old Saxon; Old High German; Gothic,
erlung_1_1.xml,Erlung,M,,
erma_1_1.xml,Erma,F,Old High German; Old Saxon,Ermenburg; Ermentrude; Ermengard
ermbrad_1_1.xml,Ermbrad,M,Old High German; Old Saxon,
ermedram_1_1.xml,Ermedram,U,,
ermegund_1_1.xml,Ermegund,F,Old High German; Old Saxon; Old High German,
ermeld_1_1.xml,Ermeld,M,,
ermenald_1_1.xml,Ermenald,M,Old High German; Old Saxon; Old Saxon; Old High German,
ermenalda_1_1.xml,Ermenalda,F,Old High German; Old Saxon; Old Saxon; Old High German,Ermenald
ermenbald_1_1.xml,Ermenbald,M,Old High German; Old Saxon; Old High German,
ermenbalda_1_1.xml,Ermenbalda,F,,Ermenbald
ermenbaldra_1_1.xml,Ermenbaldra,F,Old High German; Old Saxon; Old High German,
ermenbert_1_1.xml,Ermenbert,M,Old High German; Old Saxon; Old High German; Old Saxon; Proto-Germanic,
ermenberta_1_1.xml,Ermenberta,F,,Ermenbert
ermenburg_1_1.xml,Ermenburg,F,Old High German; Old Saxon; Old High German,
ermenfred_1_1.xml,Ermenfred,M,Old High German; Old Saxon; Old High German; Old Saxon,
ermengar_1_1.xml,Ermengar,M,Old High German; Old Saxon; Old High German; Old Saxon,
ermengard_1_1.xml,Ermengard,F,Old High German; Old Saxon; Old Saxon; Old High German,
ermengaud_1_1.xml,Ermengaud,M,Old High German; Old Saxon,
ermengaude_1_1.xml,Ermengaude,F,Old High German; Old Saxon,
ermengilde_1_1.xml,Ermengilde,F,Old High German; Old Saxon; Proto-Germanic,
ermengod_1_1.xml,Ermengod,M,"Old High German; Old Saxon; Old High German, Old Dutch; Old Saxon; Old Frisian; Old English",
ermengol_1_1.xml,Ermengol,M,,
ermenhar_1_1.xml,Ermenhar,M,Old High German; Old Saxon; Old High German,
ermenhard_1_1.xml,Ermenhard,M,Old High German; Old Saxon; Old Saxon; Old High German,
ermenhilde_1_1.xml,Ermenhilde,F,Old High German; Old Saxon; Old English; Old English; Old High German,
ermenlard_1_1.xml,Ermenlard,M,Old High German; Old Saxon,
ermenlieb_1_1.xml,Ermenlieb,M,Old High German; Old Saxon; Gothic; Old High German; Old Norse,
ermenold_1_1.xml,Ermenold,M,Old High German; Old Saxon; Old High German,
ermenrad_1_1.xml,Ermenrad,M,Old High German; Old Saxon; Old Saxon; Old High German,
ermenrich_1_1.xml,Ermenrich,M,Old High German; Old Saxon; Old High German,
ermentar_1_1.xml,Ermentar,M,Old High German; Old Saxon,
ermentaria_1_1.xml,Ermentaria,F,,Ermentar
ermentilde_1_1.xml,Ermentilde,F,Old High German; Old Saxon; Old High German,
ermentrid_1_1.xml,Ermentrid,F,Old High German; Old Saxon,
ermentrude_1_1.xml,Ermentrude,F,Old High German; Old Saxon; Proto-Germanic; Proto-Germanic,
ermenulf_1_1.xml,Ermenulf,M,Old High German; Old Saxon; Old High German; Gothic,
ermesinde_1_1.xml,Ermesinde,F,Old High German; Old Saxon; Old Saxon; Gothic; Proto-Germanic,
ermigius_1_1.xml,Ermigius,M,,
ermine_1_1.xml,Ermine,F,,
ermo_1_1.xml,Ermo,M,Old High German; Old Saxon,
ermoilde_1_1.xml,Ermoilde,F,Old High German; Old Saxon; Old Frankish; Old High German,
ermor_1_1.xml,Ermor,M,Old High German; Old Saxon,
ermund_1_1.xml,Ermund,M,Old High German; Old Saxon; Old English; Old Saxon; Old High German,
erneis_1_1.xml,Erneis,M,,
ernest_1_1.xml,Ernest,M,Old High German,
ernestro_1_1.xml,Ernestro,M,,
ernier_1_1.xml,Ernier,M,Old High German; Old Saxon; Old Norse; Old English; Old High German,
ernis_1_1.xml,Ernis,M,,
ernisius_1_1.xml,Ernisius,M,,
ernith_1_1.xml,Ernith,F,,
ernni_1_1.xml,Ernni,M,,
ernwius_1_1.xml,Ernwius,M,,
eroger_1_1.xml,Eroger,M,,
erp_1_1.xml,Erp,M,Old High German; Old Saxon; Gothic,
erpon_1_1.xml,Erpon,M,Old High German; Old Saxon; Gothic,
errad_1_1.xml,Errad,M,Old English; Old High German; Old Saxon; Old High German,
ersamabi_1_1.xml,Ersamabi,F,,
ersenflis_1_1.xml,Ersenflis,F,,
ersinde_1_1.xml,Ersinde,F,Old English; Old High German; Proto-Germanic,
erthmar_1_1.xml,Erthmar,M,,
ertime_1_1.xml,Ertime,M,,
ertzo_1_1.xml,Ertzo,M,,
eruila_1_1.xml,Eruila,F,,
ervenis_1_1.xml,Ervenis,U,,
ervina_1_1.xml,Ervina,F,Old English; Old High German,
erwich_1_1.xml,Erwich,M,Old English; Old High German; Old Saxon; Old English; Old High German,
erwin_1_1.xml,Erwin,M,,
eryl_1_1.xml,Eryl,F,,
escelo_1_1.xml,Escelo,M,,
esclairmonde_1_1.xml,Esclairmonde,F,,
esdesere_1_1.xml,Esdesere,M,,
esdras_1_1.xml,Esdras,M,,
esgil_1_1.xml,Esgil,M,,
eshard_1_1.xml,Eshard,M,,
esic_1_1.xml,Esic,M,,
esmaurri_1_1.xml,Esmaurri,M,,
esmer_1_1.xml,Esmer,M,,
esmerald_1_1.xml,Esmerald,M,Old French; Latin,
esmorice_1_1.xml,Esmorice,U,,
esne_1_1.xml,Esne,M,,
esperance_1_1.xml,Esperance,M,Latin,
esperanza_1_1.xml,Esperanza,F,Latin,
esperlina_1_1.xml,Esperlina,F,,
esprit_1_1.xml,Esprit,M,,
esselen_1_1.xml,Esselen,F,,
estandart_1_1.xml,Estandart,M,,
estard_1_1.xml,Estard,M,,
este_1_1.xml,Este,M,,
esteule_1_1.xml,Esteule,M,French; Latin,
esther_1_1.xml,Esther,F,Hebrew; Persian; Hebrew,
estienoe_1_1.xml,Estienoe,U,,
estilde_1_1.xml,Estilde,F,,
estivent_1_1.xml,Estivent,M,,
estmund_1_1.xml,Estmund,M,,
estone_1_1.xml,Estone,M,,
estrader_1_1.xml,Estrader,M,,
estrilde_1_1.xml,Estrilde,F,,
etaist_1_1.xml,Etaist,M,,
ethwi_1_1.xml,Ethwi,M,,
etich_1_1.xml,Etich,M,,
eucharius_1_1.xml,Eucharius,M,Ancience Greek,
eude_1_1.xml,Eude,M,Proto-Germanic; Proto-Germanic,
eudeline_1_1.xml,Eudeline,F,,Eude
eudemia_1_1.xml,Eudemia,F,Ancient Greek; Ancient Greek,
eugene_1_1.xml,Eugene,M,Ancient Greek; Ancient Greek,
eugenia_1_1.xml,Eugenia,F,,Eugene
eugubius_1_1.xml,Eugubius,M,,
euhoiarn_1_1.xml,Euhoiarn,M,Old Breton,
eulalia_1_1.xml,Eulalia,F,Ancient Greek; Ancient Greek,
euphemia_1_1.xml,Euphemia,F,Ancient Greek; Ancient Greek,
euphrasia_1_1.xml,Euphrasia,F,Ancient Greek,
euphrosyne_1_1.xml,Euphrosyne,F,Ancient Greek,
eupraxia_1_1.xml,Eupraxia,F,Ancient Greek; Ancient Greek,
eurrich_1_1.xml,Eurrich,M,,
eusebia_1_1.xml,Eusebia,F,,Eusebius
eusebius_1_1.xml,Eusebius,M,Ancient Greek; Ancient Greek,
eustace_1_1.xml,Eustace,M,Greek,
eustacia_1_1.xml,Eustacia,F,,Eustace
eutropius_1_1.xml,Eutropius,M,Ancient Greek; Ancient Greek,
evangelist_1_1.xml,Evangelist,M,Latin; Ancient Greek,
evans_1_1.xml,Evans,M,,
eve_1_1.xml,Eve,F,Hebrew,
eveco_1_1.xml,Eveco,M,,
everald_1_1.xml,Everald,M,Old High German; Old Saxon; Old High German,
everar_1_1.xml,Everar,M,Old High German; Old High German,
everard_1_1.xml,Everard,M,Old High German; Old Saxon; Old High German,
everbald_1_1.xml,Everbald,M,Old High German; Old High German,
everbern_1_1.xml,Everbern,M,Old High German; Old High German; Old Saxon,
everbert_1_1.xml,Everbert,M,Old High German; Old High German; Old Saxon; Proto-Germanic,
everclin_1_1.xml,Everclin,M,,
everdey_1_1.xml,Everdey,M,,
everger_1_1.xml,Everger,M,,
evergrim_1_1.xml,Evergrim,M,Old High German; Old High German; Old Saxon,
everhelm_1_1.xml,Everhelm,M,Old High German; Old German,
everich_1_1.xml,Everich,M,Old High German; Old High German,
everius_1_1.xml,Everius,M,,
evermar_1_1.xml,Evermar,M,"Old High German; Old High German, Old Saxon; Proto-Germanic",
evermod_1_1.xml,Evermod,M,Old High German; Old High German,
everold_1_1.xml,Everold,M,Old High German; Old High German,
everulf_1_1.xml,Everulf,M,,
everwin_1_1.xml,Everwin,M,Old High German; Old High German,
evesa_1_1.xml,Evesa,F,,
evilde_1_1.xml,Evilde,F,,
ewald_1_1.xml,Ewald,M,,
ewen_1_1.xml,Ewen,M,,
ewin_1_1.xml,Ewin,M,,
ewlrik_1_1.xml,Ewlrik,M,,
ewon_1_1.xml,Ewon,M,,
ewusa_1_1.xml,Ewusa,F,,
expert_1_1.xml,Expert,M,Latin,
exswith_1_1.xml,Exswith,F,,
eycke_1_1.xml,Eycke,M,,
eyde_1_1.xml,Eyde,M,,
eylard_1_1.xml,Eylard,M,,
eyvind_1_1.xml,Eyvind,M,Old Norse; Old Norse,
ezekiel_1_1.xml,Ezekiel,M,Hebrew; Hebrew; Hebrew,
ezesiene_1_1.xml,Ezesiene,U,,
ezzo_1_1.xml,Ezzo,M,Old High German,
fabe_1_1.xml,Fabe,M,,
faber_1_1.xml,Faber,M,Latin,
fabian_1_1.xml,Fabian,M,Latin,
fabiana_1_1.xml,Fabiana,F,,Fabian
fabio_1_1.xml,Fabio,M,Latin; Latin,
fabrice_1_1.xml,Fabrice,M,Latin,
fabrissa_1_1.xml,Fabrissa,F,Latin,
faburn_1_1.xml,Faburn,M,,
facetus_1_1.xml,Facetus,M,Latin,
fadino_1_1.xml,Fadino,M,,
faian_1_1.xml,Faian,M,,
faith_1_1.xml,Faith,F,"English; Anglo-Norman, Old French",
falatrude_1_1.xml,Falatrude,F,Old High German; Proto-Germanic; Proto-Germanic,
falco_1_1.xml,Falco,M,Old High German,
falcona_1_1.xml,Falcona,F,Old High German,
falgard_1_1.xml,Falgard,M,Old High German; Old English; Old Saxon; Old High German,
fantlinde_1_1.xml,Fantlinde,F,,
fanto_1_1.xml,Fanto,M,,
fanton_1_1.xml,Fanton,M,,
fantusius_1_1.xml,Fantusius,M,,
fanucio_1_1.xml,Fanucio,M,,
faolaico_1_1.xml,Faolaico,M,Old High German; Old Saxon; Proto-Germanic; Old Saxon; Old High German,
farbert_1_1.xml,Farbert,M,Old High German; Old High German; Old Saxon; Proto-Germanic,
farberta_1_1.xml,Farberta,F,,Farbert
farcatina_1_1.xml,Farcatina,F,,
farecauso_1_1.xml,Farecauso,M,,
faretto_1_1.xml,Faretto,M,,
fargalosus_1_1.xml,Fargalosus,M,,
farolf_1_1.xml,Farolf,M,Old High German; Old High German; Gothic,
farthin_1_1.xml,Farthin,M,,
fastbern_1_1.xml,Fastbern,M,,
fastrad_1_1.xml,Fastrad,M,Old Saxon; Old High German,
father_1_1.xml,Father,M,Proto-Germanic,
faust_1_1.xml,Faust,M,Latin,
fausta_1_1.xml,Fausta,F,Latin,
fazento_1_1.xml,Fazento,M,,
fazono_1_1.xml,Fazono,M,,
feben_1_1.xml,Feben,M,,
fecinia_1_1.xml,Fecinia,F,,
feginger_1_1.xml,Feginger,M,,
feidhlim_1_1.xml,Feidhlim,M,,
felicia_1_1.xml,Felicia,F,Latin,Felix
felician_1_1.xml,Felician,M,Latin,
feliciana_1_1.xml,Feliciana,F,,Felician
felicio_1_1.xml,Felicio,M,Latin,
felicitas_1_1.xml,Felicitas,F,Latin,
felix_1_1.xml,Felix,M,Latin,
femina_1_1.xml,Femina,F,Latin,
femme_1_1.xml,Femme,F,,
fenci_1_1.xml,Fenci,M,,
fenicia_1_1.xml,Fenicia,M,Latin,
ferabo_1_1.xml,Ferabo,M,,
feraguto_1_1.xml,Feraguto,M,,
ferald_1_1.xml,Ferald,M,Old High German; Old Saxon; Old High German,
fercio_1_1.xml,Fercio,M,,
ferdinand_1_1.xml,Ferdinand,M,Old High German; Old Saxon; Proto-Germanic,
feregilde_1_1.xml,Feregilde,F,Old High German; Proto-Germanic,
fergal_1_1.xml,Fergal,M,Old Irish; Old Irish,
fergus_1_1.xml,Fergus,M,Old Irish; Old Irish,
fermo_1_1.xml,Fermo,M,,
ferrer_1_1.xml,Ferrer,M,Latin; Latin,
ferrich_1_1.xml,Ferrich,M,,
ferriette_1_1.xml,Ferriette,F,,
fida_1_1.xml,Fida,F,,
fiddac_1_1.xml,Fiddac,M,,
fidelis_1_1.xml,Fidelis,M,,
filadoro_1_1.xml,Filadoro,F,,
fili_1_1.xml,Fili,M,Old High German; Old Saxon,
filia_1_1.xml,Filia,F,Latin,
filla_1_1.xml,Filla,F,,
fimgaert_1_1.xml,Fimgaert,M,,
fine_1_1.xml,Fine,M,,
finicia_1_1.xml,Finicia,F,,
finlay_1_1.xml,Finlay,M,Old Irish; Old Irish,
finn_1_1.xml,Finn,M,Old Irish; Old Norse,
finnbogi_1_1.xml,Finnbogi,M,Old Norse; Old Norse,
finnian_1_1.xml,Finnian,M,Old Irish,
finvid_1_1.xml,Finvid,M,,
fionnghuala_1_1.xml,Fionnghuala,F,Old Irish; Old Irish,
firabras_1_1.xml,Firabras,M,,
firmald_1_1.xml,Firmald,M,,
firmar_1_1.xml,Firmar,M,,
firmin_1_1.xml,Firmin,M,Latin; Latin,
firmina_1_1.xml,Firmina,F,,
fisa_1_1.xml,Fisa,F,,
fisher_1_1.xml,Fisher,M,,
flache_1_1.xml,Flache,M,,
flagino_1_1.xml,Flagino,M,,
flamen_1_1.xml,Flamen,M,Old French,
flaminio_1_1.xml,Flaminio,M,Latin,
flanda_1_1.xml,Flanda,F,,
flandrina_1_1.xml,Flandrina,F,,
flavid_1_1.xml,Flavid,M,,
flednicz_1_1.xml,Flednicz,M,,
fledrad_1_1.xml,Fledrad,M,,
fleming_1_1.xml,Fleming,M,,
fleury_1_1.xml,Fleury,M,,
floge_1_1.xml,Floge,F,,
flogwin_1_1.xml,Flogwin,M,,
flora_1_1.xml,Flora,F,Latin; Latin,
florabel_1_1.xml,Florabel,F,Latin; Latin,
floramont_1_1.xml,Floramont,M,,
florbert_1_1.xml,Florbert,M,Latin; Old High German; Old Saxon; Proto-Germanic,
florence_1_1.xml,Florence,F,Latin,Florent
florent_1_1.xml,Florent,M,Latin,
florentine_1_1.xml,Florentine,M,,
floret_1_1.xml,Floret,M,,
floretia_1_1.xml,Floretia,F,Latin,
flori_1_1.xml,Flori,M,,
florian_1_1.xml,Florian,M,Latin,
floridas_1_1.xml,Floridas,M,Latin,
florie_1_1.xml,Florie,M,,
florimonde_1_1.xml,Florimonde,F,,
florin_1_1.xml,Florin,M,,
floron_1_1.xml,Floron,M,,
fluran_1_1.xml,Fluran,M,,
focard_1_1.xml,Focard,M,Old High German; Old Saxon; Old High German,
fodan_1_1.xml,Fodan,M,,
fogueta_1_1.xml,Fogueta,F,,
foldred_1_1.xml,Foldred,M,Old Gothic; Old Saxon; Old High German; Old Saxon; Old High German,
folia_1_1.xml,Folia,M,Latin,
folinard_1_1.xml,Folinard,M,,
foliot_1_1.xml,Foliot,M,,
folobert_1_1.xml,Folobert,M,Old Gothic; Old Saxon; Old High German; Old High German; Old Saxon; Proto-Germanic,
folye_1_1.xml,Folye,M,,
fomasius_1_1.xml,Fomasius,M,,
fomia_1_1.xml,Fomia,F,,
fomus_1_1.xml,Fomus,M,,
forast_1_1.xml,Forast,M,,
forese_1_1.xml,Forese,M,,
formosus_1_1.xml,Formosus,M,Latin,
forn_1_1.xml,Forn,M,,
fort_1_1.xml,Fort,M,,
fortanerius_1_1.xml,Fortanerius,M,,
fortho_1_1.xml,Fortho,M,,
forthoued_1_1.xml,Forthoued,M,,
fortuna_1_1.xml,Fortuna,F,Latin,
fortunate_1_1.xml,Fortunate,M,Latin,
fortune_1_1.xml,Fortune,M,Latin,
foster_1_1.xml,Foster,M,,
fothad_1_1.xml,Fothad,M,,
foucauld_1_1.xml,Foucauld,M,Old High German; Old Saxon; Old High German,
foursi_1_1.xml,Foursi,M,,
foy_1_1.xml,Foy,F,Old French; Middle French,
fracan_1_1.xml,Fracan,M,Old High German,
fragnepana_1_1.xml,Fragnepana,M,,
fraisende_1_1.xml,Fraisende,F,Old High German; Old Saxon; Gothic; Proto-Germanic,
frambalda_1_1.xml,Frambalda,F,Proto-Germanic; Old High German,
frambert_1_1.xml,Frambert,M,Proto-Germanic; Old High German; Old Saxon; Proto-Germanic,
framberta_1_1.xml,Framberta,F,Proto-Germanic; Old High German; Old Saxon; Proto-Germanic,
framenger_1_1.xml,Framenger,M,Proto-Germanic; Old Norse,
framengilde_1_1.xml,Framengilde,F,Proto-Germanic; Proto-Germanic,
framrich_1_1.xml,Framrich,M,Proto-Germanic; Old High German,
framtrude_1_1.xml,Framtrude,F,Proto-Germanic; Proto-Germanic; Proto-Germanic,
framwal_1_1.xml,Framwal,M,Proto-Germanic; Old Frankish; Old German; Proto-Germanic,
framwin_1_1.xml,Framwin,M,Proto-Germanic; Old High German,
frances_1_1.xml,Frances,F,Latin,
francis_1_1.xml,Francis,M,Latin,
frangiulo_1_1.xml,Frangiulo,M,,
frank_1_1.xml,Frank,M,Latin; Old High German; French,
franka_1_1.xml,Franka,F,Latin; Old High German; French,
frankbert_1_1.xml,Frankbert,M,Latin; Old High German; French; Old High German; Old Saxon; Proto-Germanic,
frannus_1_1.xml,Frannus,M,,
frantolano_1_1.xml,Frantolano,M,,
fraret_1_1.xml,Fraret,M,,
frasa_1_1.xml,Frasa,F,,
frasse_1_1.xml,Frasse,M,,
fraua_1_1.xml,Fraua,U,,
frautilde_1_1.xml,Frautilde,F,,
frawinsinde_1_1.xml,Frawinsinde,F,,
freberga_1_1.xml,Freberga,F,,
frebern_1_1.xml,Frebern,M,,
freburg_1_1.xml,Freburg,F,,
fredebald_1_1.xml,Fredebald,M,Old High German; Old Saxon; Old High German,
fredebert_1_1.xml,Fredebert,M,Old High German; Old Saxon; Old High German; Old Saxon; Proto-Germanic,
fredebod_1_1.xml,Fredebod,M,Old High German; Old Saxon; Old High German,
fredeburg_1_1.xml,Fredeburg,F,Old High German; Old Saxon; Old High German,
fredegar_1_1.xml,Fredegar,M,Old High German; Old Saxon; Old English; Old High German; Old Saxon,
fredegis_1_1.xml,Fredegis,M,Old English; Old High German; Old Saxon; Proto-Germanic,
fredemund_1_1.xml,Fredemund,M,Old High German; Old Saxon; Old English; Old Saxon; Old High German,
fredenzo_1_1.xml,Fredenzo,M,,
frederica_1_1.xml,Frederica,F,,Frederick
frederick_1_1.xml,Frederick,M,Old High German; Old Saxon; Old High German,
frederius_1_1.xml,Frederius,M,Old High German; Old Saxon; Old English; Old High German,
fredern_1_1.xml,Fredern,M,Old High German; Old Saxon; Old High German; Old Saxon; Old Norse,
fredeward_1_1.xml,Fredeward,M,Old High German; Old Saxon; Old High German,
fredhelm_1_1.xml,Fredhelm,M,"Old High German; Old Saxon; Old High German, Old Saxon",
freer_1_1.xml,Freer,M,,
fregoso_1_1.xml,Fregoso,M,,
fremy_1_1.xml,Fremy,M,Old French,
frenbert_1_1.xml,Frenbert,M,,
frery_1_1.xml,Frery,M,,
fresand_1_1.xml,Fresand,M,Old High German; Old Frisian; Latin; Proto-Germanic; Proto-Germanic,
fresart_1_1.xml,Fresart,M,,
fresger_1_1.xml,Fresger,M,,
fresnel_1_1.xml,Fresnel,F,,
fretfald_1_1.xml,Fretfald,M,,
frewald_1_1.xml,Frewald,M,,
frewin_1_1.xml,Frewin,M,,
freyesent_1_1.xml,Freyesent,F,,
fribilia_1_1.xml,Fribilia,F,,
