_file,cnf,nym,gen,meta,meta/live,def,def/bib,def/bib/key,def/bib/loc,def/bibl,def/bibl/key,def/bibl/loc,def/cite,def/city,def/country,def/i,def/key,def/key/bib,def/key/loc,def/lang,def/loc,def/nym,def/region,def/xr,def/xr/bibl,def/xr/i,def/xr/xr,etym,etym/bib,etym/bib/key,etym/bib/loc,etym/bibl,etym/bibl/key,etym/bibl/loc,etym/cite,etym/i,etym/i/i,etym/i/lang,etym/key,etym/lang,etym/lang/i,etym/lang/lang,etym/lang/lang/i,etym/loc,etym/nym,etym/xr,note,note/i,note/lang,note/nym,usg,usg/country,usg/i,usg/lang,usg/nym,usg/region,usg/xr
aitla_1_1.xml,,Aitla,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,A hypocoristic of any of various names beginning with Old High German eit 'fire; brilliant'.,,,,,,,,eit,,,,Old High German,,,,,,,,,,,,,,,,,
aitland_1_1.xml,,Aitland,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German eit 'fire; brilliant' + Old High German lant, Old Saxon land 'land'.",,,,,,,,eit; lant; land,,,,Old High German; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
aitrich_1_1.xml,,Aitrich,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Old High German eit 'fire; brilliant' + Old High German rih 'ruler'.,,,,,,,,eit; rih,,,,Old High German; Old High German,,,,,,,,,,,,,,,,,
aitulf_1_1.xml,,Aitulf,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German eit 'fire; brilliant' + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,eit; wolf; wulf,,,,Old High German; Old High German; Gothic,,,,,,,,,,,,,,,,,
aiulf_1_1.xml,,Aiulf,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *agio 'blade' + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,agio; wolf; wulf,,,,Proto-Germanic; Old High German; Gothic,,,,,,,,,,,,,,,,,
aizivella_1_1.xml,,Aizivella,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic aiza derived from Proto-Germanic Agizo, a hypocoristic of any of various names beginning with Proto-Germanic *agio 'blade' + Proto-Germanic *wela 'well, good'.",,,,,,,,aiza; Agizo; agio; *wela,,,,Proto-Germanic; Proto-Germanic; Proto-Germanic; Proto-Germanic,,,,,,,,,,,,,,,,,
akkejoutsi_1_1.xml,,Akkejoutsi,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Sami,,,,,,,,,,,,,,,,,,,Header form from Itkonen page 370.,,,,,,,,,,
aladaicia_1_1.xml,,Aladaicia,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alafrid_1_1.xml,,Alafrid,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *allaz 'all; every; whole' + Old High German fridu, Old Saxon frithu 'peace'.",,,,,,,,allaz; fridu; frithu,,,,Proto-Germanic; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
alamand_1_1.xml,,Alamand,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,A derivative of Latin Alemannia 'Germany'.,,,,,,,,Alemannia,,,,,,,,,,,,,,,,,,,,,
alamanda_1_1.xml,,Alamanda,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,A derivative of Latin Alemannia 'Germany'.,,,,,,,,Alemannia,,,,,,,,,,,,,,,,,,,,,
alan_1_1.xml,,Alan,M,TRUE,TRUE,"The name was introduced into England, and thence to Scotland, from Brittany via the Normans. The English forms Alayn and Alyn are witnessed in 1379 in the relational bynames Alaynso? (WRYPT1 p. 159) and Alynso? (WRYPT1 p. 296), and Aleyn and Alyn in 1482 in the relational bynames Aleynson (BreadBk p. 3) and Alynson (BreadBk p. 5).",,,,WRYPT1 p. 159; WRYPT1 p. 296; BreadBk p. 3; BreadBk p. 5,WRYPT1; WRYPT1; BreadBk; BreadBk,p. 159; p. 296; p. 3; p. 5,,,,Alayn; Alyn; Alaynso?; Alynso?; Aleyn; Alyn; Aleynson; Alynson,,,,,,,,,,,,"Of uncertain origin. The most likely explanation is that it is from Old Breton, Old Welsh alan 'deer'.",,,,,,,,alan,,,,"Old Breton, Old Welsh",,,,,,,,,,,The name of a 9th C king of Brittany and a 15th C French saint.,,,,,,
alana_1_1.xml,,Alana,F,TRUE,TRUE,"In England, Latin Alana generally represented a vernacular Alan, identical to the masculine form.",,,,,,,,,,Alana; Alan,,,,,,,,,,,,Fem. of Alan.,,,,,,,,,,,,,,,,,Alan,,,,,,,,,,,,
alanteus_1_1.xml,,Alanteus,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,An elongation of Proto-Germanic *allaz 'all; every; whole' + Old High German deo 'servant'.,,,,,,,,allaz; deo,,,,Proto-Germanic; Old High German,,,,,,,,,,,,,,,,,
alard_1_1.xml,,Alard,M,TRUE,TRUE,The German vernacular form Adilhart is witnessed c1100 in the place name Adilhartsdorf (UrkStyr 89).,,,,UrkStyr 89,UrkStyr,89,,,,Adilhart; Adilhartsdorf,,,,,,,,,,,,"Old English ?tel, Old High German adal 'noble' + Old English heard, Old Saxon hard, Old High German hart 'strong, hard'.",,,,,,,,?tel; adal; heard; hard; hart,,,,Old English; Old High German; Old English; Old Saxon; Old High German,,,,,,,,,,,The name of a 9th C French saint and cousin of Charlemagne.,,,,,,
alaric_1_1.xml,,Alaric,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Proto-Germanic *allaz 'all; every; whole' + Old High German rih 'ruler'.,,,,,,,,allaz; rih,,,,Proto-Germanic; Old High German,,,,,,,,,,,"A 5th C Visigothic king, a 6th C Visigothic king, and a legendary king of Sweden.",,,,,,
alba_1_1.xml,,Alba,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Latin alba 'white' or Old High German alb 'elf'.,,,,,,,,alba; alb,,,,Latin; Old High German,,,,,,,,,,,,,,,,,
alban_1_1.xml,,Alban,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Latin Albanus 'of Alba', from Old Irish Albu 'Scotland, Britain', or in reference to Alba Longa, an ancient city in Latium.",,,,,,,,Albanus; Albu; Alba Longa,,,,Latin; Old Irish,,,,,,,,,,,"The name of the first British martyr, whose date of death is disputed, and of a 5th C Albanian saint.",,,,,,
albana_1_1.xml,,Albana,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Fem. of Alban.,,,,,,,,,,,,,,,,,Alban,,,,,,,,,,,,
albengus_1_1.xml,,Albengus,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alberait_1_1.xml,,Alberait,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alberano_1_1.xml,,Alberano,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alberca_1_1.xml,,Alberca,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,Old High German alb 'elf'.,,,,,,,,alb,,,,Old High German,,,,,,,possible hypocorism but entry was for albericus with rih second part,,,,,,,,,,
alberich_1_1.xml,,Alberich,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Proto-Germanic *albiz 'elf' + Proto-Germanic r¨©kijaz 'rich; royal, kingly; mighty, powerful'.",,,,,,,,*albiz; r¨©kijaz,,,,Proto-Germanic; Proto-Germanic,,,,,,,,,,,The name of a dwarf in the popular Middle High German poem Nibelungenlied.,,Nibelungenlied,Middle High German,,,
albern_1_1.xml,,Albern,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albero_1_1.xml,,Albero,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German, Old Saxon bero 'bear'.",,,,,,,,adal; bero,,,,Old High German; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
albert_1_1.xml,,Albert,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German beraht, Old Saxon berht 'bright' from Proto-Germanic *berhtaz.",,,,,,,,adal; beraht; berht; *berhtaz,,,,Old High German; Old High German; Old Saxon; Proto-Germanic,,,,,,,,,,,"The name of many medieval saints, a 10th C king of Italy, a 13th C king of Germany, a 13th C German saint, a 14th C king of Sweden, and a 15th C king of Germany and Bohemia.",,,,,,
alberta_1_1.xml,,Alberta,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Fem. of Albert.,,,,,,,,,,,,,,,,,Albert,,,,,,The name of a 3rd C Roman martyr.,,,,,,
albich_1_1.xml,,Albich,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albilde_1_1.xml,,Albilde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alb 'elf' + Old Frankish wildis, a development from names with a prototheme ending in -u and deuterotheme Old High German hiltja 'battle'.",,,,,,,,alb; wildis; -u; hiltja,,,,Old High German; Old Frankish; Old High German,,,,,,,,,,,,,,,,,
albin_1_1.xml,,Albin,M,TRUE,TRUE,The French form Aubin can also be a diminutive of Aubert.,,,,,,,,,,Aubin,,,,French,,Aubert,,,,,,A derivative of Latin albus 'white'.,,,,,,,,albus,,,,Latin,,,,,,,,,,,,,,,,,
albina_1_1.xml,,Albina,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Fem. of Albin.,,,,,,,,,,,,,,,,,Albin,,,,,,The name of an Etruscan goddess.,,,,,,
albizzo_1_1.xml,,Albizzo,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alblinus_1_1.xml,,Alblinus,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albo_1_1.xml,,Albo,M,TRUE,TRUE,Cf. Alf.,,,,,,,,,,,,,,,,Alf,,,,,,Latin albus 'white' or Old High German alb 'elf'.,,,,,,,,albus; alb,,,,Latin; Old High German,,,,,,,,,,,,,,,,,
albrand_1_1.xml,,Albrand,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German, Old Norse brant 'fire, brand'.",,,,,,,,adal; brant,,,,Old High German; Old High German; Old Norse,,,,,,,,,,,,,,,,,
albrea_1_1.xml,,Albrea,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albreda_1_1.xml,,Albreda,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albulf_1_1.xml,,Albulf,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alb 'elf' + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,alb; wolf; wulf,,,,Old High German; Old High German; Gothic,,,,,,,,,,,,,,,,,
alburg_1_1.xml,,Alburg,F,TRUE,TRUE,The Old English root appears in the English placename Alpraham (Ches).,,,,,,,,,,,,,,Old English,,,,,,,,"Old High German adal 'noble' + Old High German burg 'castle, city, stronghold' or Old English ealh 'temple, sanctuary' + Old English burh 'fortress, castle, stronghold'.",,,,,,,,adal; burg; ealh; burh,,,,Old High German; Old High German; Old English; Old English,,,,,,,,,,,,,,,,,
alcanyz_1_1.xml,,Alcanyz,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcfrida_1_1.xml,,Alcfrida,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alah 'sanctuary' + Old High German fridu, Old Saxon frithu 'peace'.",,,,,,,,alah; fridu; frithu,,,,Old High German; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
alcher_1_1.xml,,Alcher,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alah 'sanctuary' + Old English here, Old High German heri 'host, army'.",,,,,,,,alah; here; heri,,,,Old High German; Old English; Old High German,,,,,,,,,,,,,,,,,
alchuus_1_1.xml,,Alchuus,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcteus_1_1.xml,,Alcteus,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Old High German alah 'sanctuary' + Old High German deo 'servant'.,,,,,,,,alah; deo,,,,Old High German; Old High German,,,,,,,,,,,,,,,,,
alctrude_1_1.xml,,Alctrude,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Old High German alah 'sanctuary' + Proto-Germanic *tr¨±t 'strength' or Proto-Germanic *trut 'maiden'.,,,,,,,,alah; *tr¨±t; *trut,,,,Old High German; Proto-Germanic; Proto-Germanic,,,,,,,,,,,,,,,,,
alcwin_1_1.xml,,Alcwin,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old English ealh, Old High German alah 'sanctuary' + Old English wine, Old High German wini 'friend'.",,,,,,,,ealh; alah; wine; wini,,,,Old English; Old High German; Old English; Old High German,,,,,,,,,,,The name of an 8th C saint.,,,,,,
alda_1_1.xml,,Alda,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old'.",,,,,,,,alt; ald,,,,"Old High German; Old Saxon, Old Frisian",,,,,,,,,,,The name of a 13th C Italian saint.,,,,,,
aldan_1_1.xml,,Aldan,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no entry in morlet but possibly same as alda,,,,,,,,,,
aldebert_1_1.xml,,Aldebert,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German beraht, Old Saxon berht 'bright' from Proto-Germanic *berhtaz.",,,,,,,,alt; ald; beraht; berht; *berhtaz,,,,Old High German; Old Saxon; Old Frisian; Old High German; Old Saxon; Proto-Germanic,,,,,,,,,,,,,,,,,
aldebrand_1_1.xml,,Aldebrand,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German, Old Norse brant 'fire, brand'.",,,,,,,,alt; ald; brant,,,,Old High German; Old Saxon; Old Frisian; Old High German; Old Norse,,,,,,,,,,,,,,,,,
aldeburg_1_1.xml,,Aldeburg,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldegarde_1_1.xml,,Aldegarde,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old Saxon gard, Old High German gart 'enclosure, protection; yard, garden'.",,,,,,,,alt; ald; gard; gart,,,,Old High German; Old Saxon; Old Frisian; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
aldeger_1_1.xml,,Aldeger,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German, Old Saxon g¨¥r 'spear'.",,,,,,,,alt; ald; g¨¥r,,,,Old High German; Old Saxon; Old Frisian; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
aldem_1_1.xml,,Aldem,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldeman_1_1.xml,,Aldeman,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German man 'man'.",,,,,,,,alt; ald; man,,,,Old High German; Old Saxon; Old Frisian; Old High German,,,,,,,,,,,,,,,,,
aldemar_1_1.xml,,Aldemar,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German, Old Saxon m¨¡ri from Proto-Germanic *m¨¥rijaz 'famous'.",,,,,,,,alt; ald; m¨¡ri; *m¨¥rijaz,,,,Old High German; Old Saxon; Old Frisian; Old High German; Old Saxon; Proto-Germanic,,,,,,,,,,,,,,,,,
alden_1_1.xml,,Alden,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"A hypocoristic of any of various names beginning with Old High German alt, Old English, Old Saxon, Old Frisian ald 'old'.",,,,,,,,alt; ald,,,,Old High German; Old English; Old Saxon; Old Frisian,,,,,,,,,,,,,,,,,
alderich_1_1.xml,,Alderich,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldetrude_1_1.xml,,Aldetrude,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Proto-Germanic *tr¨±t 'strength' or Proto-Germanic *trut 'maiden'.",,,,,,,,alt; ald; *tr¨±t; *trut,,,,Old High German; Old Saxon; Old Frisian; Proto-Germanic; Proto-Germanic,,,,,,,,,,,,,,,,,
aldfred_1_1.xml,,Aldfred,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German fridu, Old Saxon frithu 'peace'.",,,,,,,,alt; ald; fridu; frithu,,,,Old High German; Old Saxon; Old Frisian; Old High German; Old Saxon,,,,,,,,,,,,,,,,,
aldhelm_1_1.xml,,Aldhelm,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old English (e)ald, Old High German alt, Old Saxon, Old Frisian ald 'old' + Old English helma, Old High German, Old Saxon helm 'helmet'.",,,,,,,,(e)ald; alt; ald; helma; helm,,,,Old English; Old High German; Old Saxon; Old Frisian; Old English; Old High German; Old Saxon,,,,,,,,,,,The name of a 7th C Saxon saint.,,,,,,
aldiana_1_1.xml,,Aldiana,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldid_1_1.xml,,Aldid,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldis_1_1.xml,,Aldis,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice?,,,,,,,,,,
aldith_1_1.xml,,Aldith,F,TRUE,TRUE,"The name does not appear to have survived beyond the 14th C as a personal name, but it appears in the English placenames Audley (Stafs) and Bewaldeth (Cumb).",,,,,,,,,,,,,,,,,,,,,,Old English (e)ald 'old' + Old English g?e 'war'.,,,,,,,,(e)ald; g?e,,,,Old English; Old English,,,,,,,,,,,,,,,,,
aldiva_1_1.xml,,Aldiva,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Old English (e)ald 'old' + Old English gifu 'gift'.,,,,,,,,(e)ald; gifu,,,,Old English; Old English,,,,,,,,,,,,,,,,,
aldo_1_1.xml,,Aldo,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old', or a pet form of any of various names beginning with this element.",,,,,,,,alt; ald,,,,"Old High German; Old Saxon, Old Frisian",,,,,,,,,,,,,,,,,
aldobrand_1_1.xml,,Aldobrand,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldomara_1_1.xml,,Aldomara,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldono_1_1.xml,,Aldono,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no entry in morlet but possibly same as aldo,,,,,,,,,,
aldonza_1_1.xml,,Aldonza,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ellipsis.cx/~liana/names/spanish/basque.html says "This is Germanic in origin"; cf. S. Gabe report 1860,,,,,,
aldorisa_1_1.xml,,Aldorisa,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldrada_1_1.xml,,Aldrada,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old Saxon r¨¡d, Old High German r¨¡t 'counsel, advice'.",,,,,,,,alt; ald; r¨¡d; r¨¡t,,,,Old High German; Old Saxon; Old Frisian; Old Saxon; Old High German,,,,,,,,,,,,,,,,,
aldram_1_1.xml,,Aldram,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old Saxon hram 'raven'.",,,,,,,,alt; ald; hram,,,,"Old High German; Old Saxon, Old Frisian; Old Saxon",,,,,,,,,,,,,,,,,
aldraus_1_1.xml,,Aldraus,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldred_1_1.xml,,Aldred,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldrem_1_1.xml,,Aldrem,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old'.",,,,,,,,alt; ald,,,,Old High German; Old Saxon; Old Frisian,,,,,,,second part possibly a variant of rimus,,,,,,,,,,
aldrich_1_1.xml,,Aldrich,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German rih 'ruler'.",,,,,,,,alt; ald; rih,,,,"Old High German; Old Saxon, Old Frisian; Old High German",,,,,,,,,,,,,,,,,
aldrighetto_1_1.xml,,Aldrighetto,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldrovandolo_1_1.xml,,Aldrovandolo,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldulf_1_1.xml,,Aldulf,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old High German alt, Old Saxon, Old Frisian ald 'old' + Old High German wolf, Gothic wulf 'wolf'.",,,,,,,,alt; ald; wolf; wulf,,,,Old High German; Old Saxon; Old Frisian; Old High German; Gothic,,,,,,,,,,,,,,,,,
aldun_1_1.xml,,Aldun,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aldwin_1_1.xml,,Aldwin,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,"Old English (e)ald, Old High German alt, Old Saxon, Old Frisian ald 'old' + Old English wine, Old High German wini 'friend'.",,,,,,,,(e)ald; alt; ald; wine; wini,,,,"Old English; Old High German; Old Saxon, Old Frisian; Old English; Old High German",,,,,,,,,,,,,,,,,
aleff_1_1.xml,,Aleff,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alegbrach_1_1.xml,,Alegbrach,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alena_1_1.xml,,Alena,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alerm_1_1.xml,,Alerm,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,"Old High German adal 'noble' + Old High German, Old Saxon helm 'helmet'.",,,,,,,,adal; helm,,,,Old High German; Old High German; Old Saxon,,,,,,,or possible hypocorism because entry was for alermus,,,,,,,,,,
alethea_1_1.xml,,Alethea,F,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Greek ?¦Ë?¦È¦Å¦É¦Á 'truth'.,,,,,,,,?¦Ë?¦È¦Å¦É¦Á,,,,Greek,,,,,,,,,,,,,,,,,
alevria_1_1.xml,,Alevria,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allegria?,,,,,,,,,,
alevutio_1_1.xml,,Alevutio,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alewius_1_1.xml,,Alewius,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexander_1_1.xml,,Alexander,M,TRUE,TRUE,"The popularity of this name was reinforced by various medieval Romances about Alexander the Great, one of the nine worthies. The English diminutives Saunder, Saundir, and Sawndir are witnessed in 1379 in the relational bynames Saunderso? (WRYPT1 p. 307), Saundirson (WRYPT1 p. 16), and Sawndirso? (WRYPT1 p. 132).",,,,WRYPT1 p. 307; WRYPT1 p. 16; WRYPT1 p. 132,WRYPT1; WRYPT1; WRYPT1,p. 307; p. 16; p. 132,,,,Saunder; Saundir; Sawndir; Saunderso?; Saundirson; Sawndirso?,,,,,,,,,,,,"Ancient Greek ?¦Ë?¦Î¦Ø 'I defend' + Ancient Greek ?¦Í¦Ä¦Ñ??, gen. of Ancient Greek ?¦Í?¦Ñ 'man'.",,,,,,,,?¦Ë?¦Î¦Ø; ?¦Í¦Ä¦Ñ??; ?¦Í?¦Ñ,,,,Ancient Greek; Ancient Greek; Ancient Greek,,,,,,,,,,,"The name of a 2nd C pope and saint, a 3rd C Roman emperor, five 3rd C saints, three 4th C saints, a 5th C saint, a 10th C Byzantine emperor, an 11th C pope, two 12th C popes, a 12th C king of Scotland, a 13th C pope, two 13th C kings of Scotland, a 13th C prince of Novgorod and Kiev and saint, a 15th C antipope, a 15th C saint, two 15th C kings of Georgia, a 15th c prince of Wallachia, a 15th C grand duke of Luthania, a 15th-16th C pope, and a 16th C prince of Moldavia. Wycliffite Bible (1395): Alisaundir",,Alisaundir,,,,
alexandra_1_1.xml,,Alexandra,F,TRUE,TRUE,This name was never as common as its masculine counterpart.,,,,,,,,,,,,,,,,,,,,,,Fem. of Alexander.,,,,,,,,,,,,,,,,,Alexander,,,,,,The name of a 4th C Roman saint and wife of an emperor.,,,,,,
alexe_1_1.xml,,Alexe,U,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexis_1_1.xml,,Alexis,M,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,Ancient Greek ?¦Ë¦Å¦Î¦É? or ?¦Ë?¦Î¦É¦Ï? 'defender'.,,,,,,,,?¦Ë¦Å¦Î¦É?; ?¦Ë?¦Î¦É¦Ï?,,,,Ancient Greek,,,,,,,,,,,"The name of a 4th-5th C Roman saint, a 10th-11th C Byzantine emperor, a 12th C Byzantine emperor, a 12th-13th C Byzantine emperor, two 13th C Byzantine emperors, a 13th C emperor of Trebizond, two 14th C emperors of Trebizond, a 14th C Russian saint, and a 15th C emperor of Trebizond.",,,,,,
alexo_1_1.xml,,Alexo,M,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alezis_1_1.xml,,Alezis,F,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
